,as_of,ask_id,equity_econ_sector_basic_materials_pct_long_rs,equity_econ_sector_communication_services_pct_long_rs,equity_econ_sector_consumer_cyclical_pct_long_rs,equity_econ_sector_consumer_defensive_pct_long_rs,equity_econ_sector_energy_pct_long_rs,equity_econ_sector_financial_services_pct_long_rs,equity_econ_sector_healthcare_pct_long_rs,equity_econ_sector_industrials_pct_long_rs,equity_econ_sector_real_est_pct_long_rs,equity_econ_sector_technology_pct_long_rs,equity_econ_sector_utilities_pct_long_rs,equity_style_small_core_pct_long_rs,equity_style_small_value_pct_long_rs,equity_style_small_growth_pct_long_rs,equity_style_mid_value_pct_long_rs,equity_style_mid_growth_pct_long_rs,equity_style_mid_core_pct_long_rs,equity_style_large_value_pct_long_rs,equity_style_large_growth_pct_long_rs,equity_style_large_core_pct_long_rs,asset_alloc_conv_bond_pct_long_rs,asset_alloc_bond_pct_long_rs,asset_alloc_cash_pct_long_rs,asset_alloc_equity_pct_long_rs,asset_alloc_other_pct_long_rs,asset_alloc_pref_stock_pct_long_rs,credit_qual_a_pct,credit_qual_aa_pct,credit_qual_aaa_pct,credit_qual_b_pct,credit_qual_bb_pct,credit_qual_bbb_pct,credit_qual_below_b_pct,credit_qual_not_rated_pct,fixed_inc_ps_ag_mtge_bck_pct_long_rs,fixed_inc_ps_asset_bck_pct_long_rs,fixed_inc_ps_bank_loan_pct_long_rs,fixed_inc_ps_commercial_mtge_bck_pct_long_rs,fixed_inc_ps_convertible_pct_long_rs,fixed_inc_ps_corporate_bond_pct_long_rs,fixed_inc_ps_covered_bond_pct_long_rs,fixed_inc_ps_forward_future_pct_long_rs,fixed_inc_ps_gov_pct_long_rs,fixed_inc_ps_gov_related_pct_long_rs,fixed_inc_ps_municipal_tax_exempt_pct_long_rs,fixed_inc_ps_municipal_taxable_pct_long_rs,fixed_inc_ps_non_ag_res_mtge_bck_pct_long_rs,fixed_inc_ps_option_warrant_pct_long_rs,fixed_inc_ps_preferred_stock_pct_long_rs,fixed_inc_ps_swap_pct_long_rs
341,2006-02,B07223,11.75,3.65,14.38,3.63,6.46,8.16,14.97,11.57,0.0,25.44,0.0,1.79,1.3,8.06,4.07,8.78,7.31,12.23,34.07,22.39,0.0,0.79,0.7,98.51,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,52.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,2006-02,B08336,2.46,3.79,9.56,9.99,9.24,20.84,13.43,12.1,0.74,14.38,3.47,0.01,0.05,0.01,3.14,1.84,3.37,34.41,21.03,36.14,0.0,0.0,0.55,99.45,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,2006-02,B15709,3.69,3.88,16.32,11.19,13.05,14.54,4.85,12.52,0.0,13.56,6.41,1.25,3.54,0.0,2.47,17.97,12.38,17.46,28.11,16.83,0.0,0.0,8.98,91.02,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,2006-03,B03193,0.53,2.73,20.97,10.65,7.12,10.56,18.18,8.92,0.0,20.14,0.2,0.43,0.05,0.72,2.15,13.68,8.93,8.97,41.67,23.4,0.0,0.0,18.1,81.9,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,2006-03,B04687,0.33,5.0,17.92,3.52,9.4,28.57,6.4,15.18,0.0,12.82,0.85,0.0,0.75,0.0,4.58,1.03,0.41,36.59,15.36,41.28,0.0,0.0,0.49,99.51,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,2006-03,B05548,2.5,3.8,9.4,9.84,9.48,20.48,12.98,12.37,0.9,15.0,3.25,0.01,0.04,0.01,3.13,1.61,2.82,34.33,22.28,35.77,0.0,0.0,1.66,98.34,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,2006-03,B07223,11.58,3.68,14.15,4.14,7.04,8.67,12.01,11.92,0.0,26.81,0.0,2.01,1.06,5.51,2.3,10.73,7.58,10.56,38.9,21.35,0.0,0.78,0.57,98.65,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,57.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,2006-03,B10612,0.0,7.36,11.5,5.43,9.05,28.34,10.15,21.17,0.0,4.13,2.87,0.0,0.0,0.0,0.0,2.32,0.0,47.25,9.53,40.9,0.0,0.0,2.36,97.64,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,2006-03,B10749,7.12,6.32,5.17,9.33,16.99,17.15,8.92,15.98,1.62,6.52,4.86,0.0,0.0,0.0,3.6,0.0,2.13,43.46,10.32,40.5,0.0,0.0,2.21,97.79,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,2006-03,B13104,0.0,0.0,12.68,21.35,0.0,11.5,24.53,29.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,8.54,5.18,29.64,52.54,0.0,0.0,1.35,98.65,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,2006-03,B15709,3.73,3.58,16.79,11.25,13.68,13.5,6.56,11.44,0.0,13.44,6.05,1.51,3.58,0.0,1.73,17.96,14.44,13.7,26.39,20.69,0.0,0.0,9.72,90.28,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,2006-04,B04687,0.44,5.26,18.67,3.52,8.83,29.25,6.01,14.7,0.0,12.56,0.78,0.0,0.62,0.0,4.91,1.17,0.72,36.5,14.06,42.03,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
353,2006-04,B05548,2.57,3.74,9.25,9.8,9.7,21.36,12.26,12.4,0.85,14.81,3.26,0.04,0.06,0.01,3.64,1.95,3.49,32.11,22.65,36.05,0.0,0.0,1.08,98.92,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,2006-04,B06753,0.0,0.0,9.57,13.3,13.52,6.74,19.12,14.39,0.0,23.35,0.0,0.0,0.03,0.0,0.87,1.81,0.82,7.09,51.94,37.44,0.0,0.0,0.82,99.18,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,2006-04,B07223,12.03,4.37,12.69,4.21,7.72,9.35,9.55,13.57,0.0,26.51,0.0,1.93,1.72,7.43,3.62,10.26,3.77,10.23,35.37,25.68,0.0,0.77,0.8,98.43,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,48.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,2006-04,B15709,3.44,3.24,15.54,10.99,14.31,12.21,8.72,11.03,0.0,14.42,6.09,3.37,3.31,0.0,1.7,13.93,17.9,10.53,30.46,18.8,0.0,0.0,8.63,91.37,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,2006-05,B04687,0.35,5.63,18.58,4.69,8.92,28.37,6.06,13.43,0.0,13.17,0.79,0.0,0.54,0.0,4.81,0.44,0.64,42.62,14.45,36.5,0.0,0.0,1.3,98.7,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,2006-05,B05548,2.53,3.78,9.42,10.11,9.66,21.16,12.37,12.54,0.86,14.15,3.41,0.01,0.03,0.0,3.93,2.05,3.59,34.13,23.11,33.14,0.0,0.0,0.65,99.35,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,2006-05,B07223,10.65,3.79,12.63,5.13,8.23,9.85,9.45,15.29,0.0,25.0,0.0,3.87,0.93,4.32,3.22,10.36,7.44,9.9,34.35,25.61,0.0,0.82,0.48,98.7,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,63.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,2006-05,B08336,2.53,3.78,9.42,10.12,9.66,21.16,12.38,12.54,0.86,14.15,3.41,0.01,0.03,0.0,3.93,2.05,3.59,34.12,23.11,33.14,0.0,0.0,0.74,99.26,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,2006-05,B15709,3.83,3.65,13.42,9.67,13.16,13.7,9.09,11.73,0.0,15.92,5.83,3.72,0.0,0.0,1.82,14.93,21.24,12.1,28.53,17.66,0.0,0.0,10.3,89.7,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,2006-06,B03193,0.53,2.65,21.15,10.86,7.77,10.57,18.91,9.11,0.0,18.25,0.2,0.42,0.11,1.05,3.15,10.8,8.62,7.74,46.56,21.55,0.0,0.0,15.59,84.41,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,2006-06,B04687,0.35,5.67,17.57,4.69,9.15,29.24,7.16,12.45,0.0,12.97,0.75,0.0,0.32,0.0,5.07,0.57,0.69,43.66,18.55,31.13,0.0,0.0,0.2,99.8,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,2006-06,B05011,3.64,5.41,7.1,8.85,12.15,14.95,15.03,8.06,13.65,7.73,3.44,1.19,1.92,2.17,5.07,9.82,7.48,20.04,19.94,32.38,9.45,28.87,8.47,51.77,0.46,0.97,6.28,2.33,17.94,45.88,14.94,1.85,9.48,1.3,9.48,2.64,0.0,0.02,19.78,43.08,0.0,3.75,0.51,0.0,0.0,0.0,0.97,0.0,2.04,0.0
365,2006-06,B05548,2.56,3.96,9.21,10.16,9.86,20.99,12.36,12.51,0.9,13.99,3.49,0.03,0.05,0.0,4.01,2.35,3.46,33.08,25.75,31.28,0.0,0.0,1.82,98.18,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,2006-06,B06753,1.12,0.0,9.08,15.74,14.04,6.75,19.3,13.91,0.0,19.79,0.28,0.0,0.0,0.0,0.86,1.84,0.87,7.4,56.09,32.95,0.0,0.0,0.64,99.36,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,2006-06,B07223,8.93,4.11,13.67,5.26,7.86,9.83,9.89,14.81,0.0,25.65,0.0,2.39,0.91,3.76,3.49,11.45,9.36,9.54,34.12,24.98,0.0,0.82,0.11,99.07,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,88.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,2006-06,B10612,0.96,8.18,10.32,3.29,9.27,27.94,9.79,20.56,0.0,6.67,3.0,0.0,0.0,0.0,5.52,0.0,0.0,43.67,16.57,34.23,0.0,0.0,2.3,97.7,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,2006-06,B10749,6.56,6.79,5.36,10.33,17.59,17.97,10.21,12.83,1.27,6.16,4.93,0.0,0.14,0.0,5.12,0.52,2.62,46.65,14.96,29.99,0.0,0.0,2.72,97.28,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,2006-06,B13104,0.0,0.0,12.57,21.31,0.0,12.13,24.18,29.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19,8.11,2.07,38.11,43.51,0.0,0.0,0.0,99.45,0.55,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,2006-06,B15709,3.27,3.69,13.18,5.84,14.67,14.28,9.81,11.38,0.0,18.47,5.41,0.0,3.14,1.56,1.76,15.68,15.61,13.18,31.51,17.56,0.0,0.0,9.49,90.51,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,2006-07,B04687,0.34,5.8,16.51,4.84,8.87,30.29,8.26,12.16,0.0,12.31,0.61,0.0,0.12,0.0,5.39,1.81,0.95,43.47,14.08,34.18,0.0,0.0,1.54,98.46,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,2006-07,B05548,2.43,4.11,8.82,10.24,10.31,21.24,12.94,11.85,1.0,13.44,3.63,0.04,0.11,0.01,3.98,2.47,3.73,35.15,23.74,30.77,0.0,0.0,1.4,98.6,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,2006-07,B07223,8.8,4.76,12.02,5.87,8.82,9.68,11.1,15.04,0.0,23.92,0.0,1.5,0.94,3.37,5.01,11.56,7.26,12.66,33.92,23.78,0.0,0.86,0.49,98.65,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,63.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,2006-07,B15709,1.56,3.77,13.15,5.67,15.07,15.28,9.8,11.97,0.0,18.08,5.66,0.0,1.52,1.59,1.82,17.9,11.34,11.75,33.59,20.5,0.0,0.0,8.38,91.62,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,2006-08,B04687,0.34,5.04,15.55,5.65,8.15,30.18,8.06,13.08,0.0,13.35,0.61,0.0,0.04,0.0,5.44,3.06,0.99,41.13,14.81,34.53,0.0,0.0,0.02,99.98,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,2006-08,B05548,2.43,4.08,8.8,10.41,9.58,20.98,13.01,11.81,1.01,14.24,3.64,0.03,0.11,0.01,3.75,2.6,3.71,35.05,24.61,30.14,0.0,0.0,0.96,99.04,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,2006-08,B07223,7.44,5.1,12.77,6.35,8.69,9.53,10.04,14.12,0.0,25.95,0.0,1.89,0.17,2.62,4.47,14.78,5.3,11.38,37.36,22.06,0.0,0.87,0.53,98.6,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,62.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,2006-08,B08336,2.43,4.08,8.8,10.41,9.58,20.98,13.01,11.81,1.01,14.24,3.64,0.03,0.11,0.01,3.75,2.6,3.71,35.05,24.6,30.14,0.0,0.0,0.99,99.01,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,2006-08,B15709,1.5,3.64,12.96,7.07,12.96,14.47,8.34,11.54,0.0,22.11,5.41,1.46,0.0,3.19,1.77,18.53,10.57,10.74,32.88,20.87,0.0,0.0,7.32,92.68,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,2006-09,B03193,0.53,3.19,19.73,11.07,6.85,10.37,19.69,8.14,0.0,20.25,0.2,0.12,0.35,1.34,2.75,11.78,8.32,9.66,49.27,16.42,0.0,0.0,15.75,84.25,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,2006-09,B04687,0.21,4.85,14.84,5.87,7.9,30.66,9.2,12.35,0.0,13.52,0.61,0.0,0.0,0.0,5.34,2.26,1.61,35.82,14.11,40.86,0.0,0.0,1.69,98.31,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,2006-09,B05011,2.33,1.54,16.04,7.53,7.07,22.53,9.79,15.43,1.5,12.39,3.85,0.22,0.81,2.17,5.68,5.7,6.45,24.85,22.12,32.0,2.43,25.72,3.47,68.03,0.27,0.08,5.88,1.72,30.37,36.19,13.4,2.73,9.02,0.69,19.32,3.32,0.0,0.0,9.39,46.4,0.0,5.64,0.79,0.76,0.0,0.0,2.83,0.0,0.58,0.0
384,2006-09,B05548,2.35,4.16,9.1,10.15,9.1,21.43,12.75,11.94,1.08,14.41,3.52,0.01,0.04,0.01,3.99,2.89,3.87,33.55,24.52,31.12,0.0,0.0,2.26,97.74,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,2006-09,B06753,1.14,0.0,9.42,16.93,11.88,6.45,20.57,13.61,0.0,19.44,0.55,0.0,0.0,0.0,0.0,5.42,1.09,6.49,59.38,27.62,0.0,0.0,1.25,98.75,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,2006-09,B07223,5.82,5.26,14.0,6.24,8.21,10.29,10.2,13.26,0.0,26.73,0.0,0.92,0.16,3.38,4.7,12.63,5.43,11.7,41.97,19.11,0.0,0.86,0.32,98.82,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,72.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,2006-09,B10612,1.55,7.76,10.06,2.44,9.79,28.06,9.29,21.77,0.9,5.32,3.07,0.0,0.0,0.0,3.19,0.94,0.93,37.76,8.58,48.6,0.0,0.0,3.4,96.6,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,2006-09,B10749,6.14,6.89,5.47,10.7,15.86,18.46,10.41,13.01,1.27,6.97,4.8,0.0,0.14,0.0,4.83,0.8,3.7,46.46,14.45,29.62,0.0,0.0,2.73,97.27,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,2006-09,B13104,0.0,0.0,15.78,21.54,0.0,12.27,22.24,24.49,0.0,3.68,0.0,0.0,0.0,0.0,0.0,7.07,8.49,3.04,32.51,48.89,0.0,0.0,1.55,98.45,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,2006-09,B15709,3.05,4.18,12.88,7.21,13.81,14.83,7.27,12.18,0.0,19.41,5.17,2.35,0.0,3.92,1.71,15.71,14.23,10.44,27.58,24.06,0.0,0.0,8.31,91.69,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,2006-10,B04687,0.0,4.89,12.87,6.32,7.56,31.03,11.15,12.3,0.0,13.14,0.74,0.0,0.0,0.0,5.3,0.62,1.56,35.55,18.69,38.27,0.0,0.0,4.77,95.23,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,2006-10,B05548,2.39,4.22,9.49,10.03,9.24,21.18,12.44,11.77,1.13,14.52,3.59,0.01,0.01,0.01,3.99,2.63,3.85,31.96,24.69,32.84,0.0,0.0,2.27,97.73,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,2006-10,B07223,5.97,5.59,14.79,5.31,7.63,11.2,9.92,13.16,0.0,26.44,0.0,0.86,0.09,3.56,4.57,11.0,5.64,12.92,40.57,20.79,0.0,0.83,0.46,98.71,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,64.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,2006-10,B15709,3.04,2.4,13.87,8.16,12.95,15.24,9.8,10.06,0.0,19.33,5.16,1.39,0.0,2.91,1.7,17.17,13.61,11.28,30.82,21.14,0.0,0.0,10.24,89.76,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,2006-11,B04687,0.0,4.78,11.49,7.5,7.74,31.95,13.23,10.77,0.0,11.63,0.89,0.0,0.0,0.0,5.72,1.51,0.15,37.99,13.98,40.65,0.0,0.0,3.91,96.09,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,2006-11,B05548,2.51,4.1,9.43,9.72,9.87,20.76,12.13,11.87,1.21,14.81,3.59,0.01,0.03,0.01,3.69,2.81,3.79,31.25,26.01,32.4,0.0,0.0,1.62,98.38,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,2006-11,B07223,5.7,5.78,14.36,5.15,7.88,11.27,8.8,14.01,0.0,27.04,0.0,0.89,0.0,3.15,5.35,12.38,4.53,11.14,42.24,20.32,0.0,0.83,0.06,99.12,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,93.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,2006-11,B08336,2.51,4.1,9.43,9.72,9.81,20.8,12.13,11.87,1.21,14.84,3.6,0.01,0.03,0.01,3.69,2.82,3.74,31.24,26.06,32.4,0.0,0.0,1.91,98.09,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,2006-11,B15709,2.94,2.19,14.15,7.98,14.0,14.51,9.59,9.82,0.0,19.52,5.3,1.46,0.0,4.78,3.02,14.33,9.94,11.16,34.42,20.89,0.0,0.0,11.79,88.21,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,2006-12,B03193,0.56,3.49,20.13,10.11,6.91,9.85,19.84,7.22,0.0,21.68,0.2,0.84,0.0,1.9,0.89,10.23,11.04,12.13,45.58,17.39,0.0,0.0,14.19,85.81,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,2006-12,B04687,0.0,4.66,11.26,8.14,6.83,32.47,14.2,10.5,0.0,11.03,0.91,0.0,0.0,0.0,5.54,0.66,1.03,37.51,17.7,37.56,0.0,0.0,4.32,95.68,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,2006-12,B05011,1.3,0.0,14.7,5.35,7.39,27.58,8.16,17.67,1.32,11.25,5.27,0.54,0.49,1.02,8.36,9.03,6.5,23.34,26.22,24.51,0.0,22.64,8.47,68.02,0.79,0.07,4.19,0.75,0.33,47.81,18.91,10.35,16.96,0.7,17.38,4.14,0.0,0.35,0.0,38.0,0.0,25.61,3.13,0.97,0.0,0.0,3.93,0.08,0.53,0.0
403,2006-12,B05548,2.47,4.37,9.47,9.82,9.51,21.31,12.12,11.84,1.19,14.28,3.6,0.01,0.03,0.01,3.52,2.97,4.2,31.03,24.78,33.44,0.0,0.0,0.98,99.02,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,2006-12,B06753,1.15,0.0,9.84,17.09,12.33,7.14,19.33,13.63,0.0,19.05,0.46,0.0,0.0,0.0,0.0,3.66,1.56,5.19,57.04,32.55,0.0,0.0,1.79,98.21,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,2006-12,B07223,,,,,,,,,,,,1.19,1.36,2.94,5.37,8.41,6.22,12.21,40.68,21.63,0.0,0.82,1.16,98.01,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,41.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,2006-12,B10612,2.65,7.01,8.99,4.35,11.52,26.47,10.16,20.42,0.0,5.49,2.95,0.0,0.0,0.0,3.11,1.78,0.0,42.99,13.88,38.24,0.0,0.0,1.43,98.57,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,2006-12,B10749,6.05,6.94,5.12,10.37,16.04,18.1,10.76,13.35,1.14,7.36,4.76,0.0,0.14,0.0,3.54,1.96,3.43,41.18,13.96,35.79,0.0,0.0,2.73,97.27,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,2006-12,B13104,0.0,0.0,17.36,20.56,0.0,11.53,22.43,24.22,0.0,3.9,0.0,0.0,0.0,0.0,0.0,6.5,9.05,3.15,33.65,47.66,0.0,0.0,1.11,98.89,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,2006-12,B15709,,,,,,,,,,,,1.34,0.0,3.8,3.17,16.12,13.73,11.73,28.71,21.41,0.0,0.0,7.55,92.45,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
