,as_of,ask_id,equity_econ_sector_basic_materials_pct_long_rs,equity_econ_sector_communication_services_pct_long_rs,equity_econ_sector_consumer_cyclical_pct_long_rs,equity_econ_sector_consumer_defensive_pct_long_rs,equity_econ_sector_energy_pct_long_rs,equity_econ_sector_financial_services_pct_long_rs,equity_econ_sector_healthcare_pct_long_rs,equity_econ_sector_industrials_pct_long_rs,equity_econ_sector_real_est_pct_long_rs,equity_econ_sector_technology_pct_long_rs,equity_econ_sector_utilities_pct_long_rs,equity_style_small_core_pct_long_rs,equity_style_small_value_pct_long_rs,equity_style_small_growth_pct_long_rs,equity_style_mid_value_pct_long_rs,equity_style_mid_growth_pct_long_rs,equity_style_mid_core_pct_long_rs,equity_style_large_value_pct_long_rs,equity_style_large_growth_pct_long_rs,equity_style_large_core_pct_long_rs,asset_alloc_conv_bond_pct_long_rs,asset_alloc_bond_pct_long_rs,asset_alloc_cash_pct_long_rs,asset_alloc_equity_pct_long_rs,asset_alloc_other_pct_long_rs,asset_alloc_pref_stock_pct_long_rs,fixed_inc_ps_ag_mtge_bck_pct_long_rs,fixed_inc_ps_asset_bck_pct_long_rs,fixed_inc_ps_bank_loan_pct_long_rs,fixed_inc_ps_commercial_mtge_bck_pct_long_rs,fixed_inc_ps_convertible_pct_long_rs,fixed_inc_ps_corporate_bond_pct_long_rs,fixed_inc_ps_covered_bond_pct_long_rs,fixed_inc_ps_forward_future_pct_long_rs,fixed_inc_ps_gov_pct_long_rs,fixed_inc_ps_gov_related_pct_long_rs,fixed_inc_ps_municipal_tax_exempt_pct_long_rs,fixed_inc_ps_municipal_taxable_pct_long_rs,fixed_inc_ps_non_ag_res_mtge_bck_pct_long_rs,fixed_inc_ps_option_warrant_pct_long_rs,fixed_inc_ps_preferred_stock_pct_long_rs,fixed_inc_ps_swap_pct_long_rs
1352,2010-10,B04841,1.45,0.0,16.42,4.06,5.04,6.17,14.01,28.78,0.0,24.06,0.0,5.33,5.74,25.57,0.0,48.54,13.45,0.0,1.36,0.0,0.0,2.58,0.0,97.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,2010-10,B06061,1.96,3.51,6.86,11.25,19.03,16.16,18.09,12.05,0.0,11.09,0.0,0.0,0.0,0.0,8.3,0.0,1.47,44.42,12.39,33.42,0.0,0.0,1.07,98.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,2010-10,B08385,6.79,3.34,14.17,4.3,6.06,12.2,10.35,15.95,7.67,15.49,3.67,15.14,15.62,16.33,12.94,19.78,16.31,0.63,2.38,0.89,0.0,0.0,1.35,98.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,2010-10,B11293,9.36,2.21,18.84,5.17,5.9,2.93,15.73,17.71,1.9,20.26,0.0,3.8,1.83,3.94,11.87,54.42,24.15,0.0,0.0,0.0,0.0,0.0,0.0,97.15,2.85,0.0,,,,,,,,,,,,,,,,
1356,2010-10,B13177,6.74,0.99,15.02,2.47,7.16,22.51,8.08,13.13,3.56,14.36,5.98,6.52,1.71,1.56,23.21,10.71,31.85,9.34,3.03,12.08,0.0,0.0,4.31,95.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,2010-10,B14040,10.76,1.85,18.28,5.41,4.45,13.3,8.64,9.77,2.25,24.58,0.7,6.53,12.77,4.22,28.1,15.77,25.84,2.82,2.5,1.45,0.0,0.0,0.64,99.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,2010-11,B01157,7.7,0.83,14.55,3.8,6.45,10.04,11.25,17.48,7.03,17.33,3.54,1.69,1.21,2.44,16.02,43.7,25.76,2.28,3.76,3.13,0.0,0.0,0.23,99.02,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,2010-11,B02396,5.16,0.0,25.41,4.29,5.96,4.74,16.57,15.56,0.0,22.3,0.0,5.04,7.53,5.05,31.0,19.2,20.35,0.0,6.1,5.73,0.0,0.0,4.36,95.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,2010-11,B04312,7.13,0.52,20.43,2.24,8.05,6.61,9.41,19.47,1.8,24.34,0.0,7.54,1.09,8.64,6.0,21.67,17.87,2.2,33.5,1.5,1.34,0.0,0.43,97.51,0.72,0.0,0.0,0.0,0.0,0.0,75.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,2010-11,B04313,6.87,0.52,22.73,1.37,7.98,6.09,9.5,18.71,2.0,24.23,0.0,7.16,1.14,8.43,5.52,21.99,17.69,2.23,34.37,1.48,1.33,0.0,0.56,97.22,0.89,0.0,0.0,0.0,0.0,0.0,70.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,2010-11,B04841,1.62,0.0,16.21,3.68,5.51,5.88,13.33,29.92,0.0,23.86,0.0,4.05,5.18,21.98,0.0,52.6,12.57,0.0,3.63,0.0,0.0,1.6,0.0,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,2010-11,B06061,2.12,3.47,6.79,11.2,19.91,16.2,17.63,11.81,0.0,10.88,0.0,0.0,0.0,0.0,7.97,0.0,1.37,44.66,11.57,34.43,0.0,0.0,0.9,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,2010-11,B08385,7.31,3.2,14.41,4.3,6.41,12.1,9.93,15.87,7.6,15.37,3.52,14.83,14.59,15.73,13.02,20.18,16.38,0.59,3.84,0.85,0.0,0.0,0.74,99.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,2010-11,B13177,6.33,0.98,14.24,1.88,7.43,22.27,8.93,13.72,3.33,14.95,5.95,4.9,0.73,2.97,25.56,9.89,31.37,8.18,3.84,12.56,0.0,0.0,4.22,95.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,2010-11,B14040,10.46,2.65,18.63,4.77,4.95,11.69,8.57,9.43,2.99,24.51,1.35,5.73,6.97,3.13,31.2,15.9,27.07,3.04,4.36,2.61,0.0,0.0,0.6,98.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,2010-12,B01157,8.62,0.79,14.81,3.33,6.35,10.95,10.89,17.05,6.76,17.16,3.29,3.13,4.07,4.65,18.3,36.16,23.25,4.17,1.85,4.41,0.0,0.0,0.82,98.4,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,2010-12,B02396,4.75,0.0,25.4,4.37,5.81,4.67,17.91,15.65,0.0,21.44,0.0,10.34,7.58,0.68,30.49,16.06,21.51,4.86,5.04,3.43,0.0,0.0,2.22,97.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,2010-12,B04312,9.61,0.56,17.55,1.06,8.68,4.54,6.44,22.55,1.96,27.05,0.0,6.97,3.27,8.29,4.78,26.77,13.71,7.36,22.24,6.61,1.32,0.0,7.15,90.83,0.71,0.0,0.0,0.0,0.0,0.0,15.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,2010-12,B04313,9.48,0.56,18.41,0.0,8.74,4.64,6.63,22.02,2.19,27.34,0.0,6.97,3.36,8.39,4.82,28.28,13.55,7.44,20.97,6.23,1.31,0.0,8.21,89.69,0.8,0.0,0.0,0.0,0.0,0.0,13.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,2010-12,B04841,1.68,0.0,14.85,4.03,6.11,6.15,14.12,28.92,0.0,24.15,0.0,3.45,5.6,22.6,4.68,51.82,9.3,0.0,2.55,0.0,0.0,0.96,0.0,99.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,2010-12,B05947,1.28,0.0,8.67,8.69,10.5,16.58,11.99,20.44,1.64,13.31,6.9,0.0,0.0,0.0,20.9,12.67,15.92,17.61,16.15,16.74,0.0,0.0,5.36,94.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,2010-12,B07347,6.91,0.97,12.1,5.56,1.46,14.84,17.48,19.64,4.89,15.3,0.86,4.21,2.15,16.16,3.6,19.57,8.4,7.02,25.7,13.18,0.42,0.0,0.09,97.6,1.89,0.0,0.0,0.0,0.0,0.0,81.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,2010-12,B08385,7.51,2.88,14.71,4.19,6.08,12.44,10.2,15.88,7.65,15.08,3.37,14.92,15.32,16.44,13.21,20.32,15.56,0.58,3.08,0.58,0.0,0.0,1.92,98.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,2010-12,B09833,6.64,4.87,10.22,6.29,10.2,21.98,6.18,9.21,7.06,6.44,10.9,0.0,3.94,0.75,29.96,9.06,20.89,16.71,4.55,14.14,0.0,0.0,4.42,95.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,2010-12,B11222,2.77,0.0,46.07,11.7,18.08,0.0,0.0,9.84,4.5,7.04,0.0,16.83,22.67,16.25,12.81,5.1,3.77,5.71,2.22,14.65,0.0,0.0,0.0,99.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,2010-12,B11999,4.67,2.1,12.93,3.81,4.72,14.19,9.79,18.87,6.77,18.58,3.56,23.59,18.32,19.16,9.88,18.86,9.34,0.0,0.86,0.0,0.0,0.0,1.46,98.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,2010-12,B12997,3.54,2.26,7.98,9.14,11.24,18.77,13.92,14.37,6.96,9.47,2.36,4.62,4.65,3.18,16.52,9.78,16.91,10.61,12.16,21.59,0.0,0.0,8.59,91.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,2010-12,B13086,2.15,4.3,9.01,0.96,5.88,4.74,16.93,27.11,0.73,28.18,0.0,0.0,0.0,5.56,2.38,43.5,9.95,0.84,32.16,5.61,0.0,0.0,7.24,92.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,2010-12,B13177,5.92,0.93,14.05,1.86,7.64,22.91,8.31,14.61,3.1,15.08,5.61,5.56,0.0,2.7,25.69,12.1,25.27,10.87,5.75,12.05,0.0,0.0,4.31,95.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,2010-12,B13835,2.39,1.49,19.02,1.24,6.29,11.01,11.07,17.88,0.0,29.61,0.0,1.8,1.02,2.64,5.8,34.24,21.47,0.0,22.48,10.56,0.0,0.0,2.2,97.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,2010-12,B14040,9.53,2.57,18.32,3.89,5.94,9.48,8.8,9.69,3.71,26.76,1.31,8.14,5.88,3.59,31.38,16.33,24.47,3.22,5.45,1.53,0.0,0.0,0.48,99.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,2011-01,B01157,7.52,1.47,12.98,3.76,5.76,11.15,11.2,17.71,7.39,17.69,3.38,5.31,5.26,4.08,18.24,31.43,28.64,2.42,1.56,3.05,0.0,0.0,0.54,98.6,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,2011-01,B02396,4.5,0.0,25.28,4.51,5.9,4.98,17.51,15.46,0.0,21.84,0.0,8.3,7.79,2.91,35.51,15.8,21.22,0.0,4.94,3.52,0.0,0.0,2.76,97.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,2011-01,B04312,9.48,1.04,16.03,1.45,8.62,6.5,9.83,20.53,1.51,25.02,0.0,6.53,0.98,9.53,5.37,22.61,19.92,1.74,21.63,11.7,0.0,0.0,4.92,94.35,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,2011-01,B04313,9.55,1.04,15.84,0.5,8.62,6.88,9.86,20.86,1.56,25.3,0.0,6.6,0.95,9.78,5.42,22.2,20.18,1.72,21.5,11.65,0.0,0.0,4.46,94.8,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1387,2011-01,B04841,1.65,0.0,15.42,2.96,6.24,5.74,12.88,29.22,0.0,25.88,0.0,7.68,2.31,20.82,3.48,52.67,10.75,0.0,2.3,0.0,0.0,1.6,0.0,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,2011-01,B06061,4.06,3.35,5.98,10.55,18.06,19.31,17.13,9.76,0.0,11.8,0.0,0.0,0.0,0.0,5.3,0.0,1.27,36.26,10.54,46.63,0.0,0.0,1.93,98.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,2011-01,B07347,7.14,1.18,10.99,4.85,1.85,10.83,19.04,21.15,2.97,19.02,0.98,5.17,0.91,17.89,4.01,25.01,4.26,3.36,26.95,12.45,0.0,0.43,9.73,87.24,2.6,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,2011-01,B08385,7.53,2.82,14.57,4.03,6.35,12.3,10.17,15.87,7.83,15.15,3.39,14.84,15.81,16.16,12.91,19.91,16.19,0.45,3.4,0.34,0.0,0.0,0.86,99.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,2011-01,B11293,10.3,1.92,15.04,4.22,5.29,2.66,16.1,19.46,1.8,23.21,0.0,1.2,1.09,7.43,21.16,49.26,16.97,0.0,2.89,0.0,0.0,0.0,0.0,96.89,3.11,0.0,,,,,,,,,,,,,,,,
1392,2011-01,B13177,5.5,0.87,13.46,1.98,7.1,23.68,8.35,14.83,3.51,15.11,5.62,2.91,0.69,3.42,24.25,7.03,30.62,14.37,9.24,7.47,0.0,0.0,2.86,97.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,2011-01,B14040,11.11,2.62,17.07,3.1,6.22,8.55,9.4,10.26,3.94,26.39,1.33,12.46,2.26,3.79,24.67,14.39,32.0,2.54,4.92,2.97,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,
1394,2011-02,B01157,7.86,1.44,12.72,3.62,6.71,11.41,10.38,16.7,7.18,18.75,3.22,4.73,4.93,3.58,15.55,38.08,26.7,1.76,3.43,1.24,0.0,0.0,0.61,98.49,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1395,2011-02,B02396,4.55,0.0,25.86,4.5,6.0,4.81,17.12,15.54,0.0,21.63,0.0,12.11,4.79,2.82,37.62,19.57,15.29,0.0,4.51,3.28,0.0,0.0,1.91,98.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,2011-02,B04312,8.91,1.06,16.13,2.56,7.76,6.38,9.02,18.83,1.58,27.76,0.0,3.5,0.95,8.95,6.81,28.8,18.15,4.57,24.93,3.36,0.0,0.0,0.84,98.44,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,2011-02,B04313,9.01,1.03,16.05,2.51,7.63,6.43,8.95,19.24,1.57,27.59,0.0,3.4,0.89,9.17,6.83,28.96,18.22,4.64,24.58,3.31,0.0,0.0,1.0,98.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398,2011-02,B04841,1.56,0.0,15.64,3.16,6.37,5.67,12.44,29.05,0.0,26.11,0.0,8.85,1.5,16.26,4.31,62.03,5.92,0.0,1.14,0.0,0.0,1.8,0.0,98.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,2011-02,B06061,4.02,3.33,6.01,10.04,18.75,19.14,17.74,9.59,0.0,11.39,0.0,0.0,0.0,0.0,4.96,0.0,1.34,45.74,6.6,41.36,0.0,0.0,0.86,99.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,2011-02,B08385,7.49,2.8,14.48,4.1,6.69,12.14,10.21,15.49,7.92,15.34,3.35,14.84,14.79,15.96,13.23,20.66,15.74,1.28,3.32,0.18,0.0,0.0,0.94,99.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,2011-02,B13177,5.44,0.76,15.36,2.0,6.25,24.02,8.33,14.26,3.55,14.48,5.54,2.23,1.12,3.5,21.39,10.1,28.52,12.13,8.3,12.72,0.0,0.0,3.98,96.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,2011-02,B14040,11.5,2.71,14.32,3.39,7.45,7.64,8.46,11.07,3.96,27.53,1.99,6.25,2.2,4.32,24.04,19.4,29.92,1.41,6.72,5.74,0.0,0.0,0.42,99.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,2011-03,B01157,8.0,0.51,13.06,4.17,6.98,11.06,11.33,17.02,7.26,17.4,3.19,5.44,2.19,2.85,18.18,42.1,23.68,1.21,3.68,0.67,0.0,0.0,1.38,97.84,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,2011-03,B02396,4.54,0.0,25.34,4.71,5.63,4.67,16.79,16.03,0.0,22.29,0.0,14.44,2.46,3.64,29.94,17.35,20.4,4.35,4.24,3.2,0.0,0.0,4.32,95.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,2011-03,B04312,9.9,0.53,12.48,2.31,9.87,5.71,10.38,20.91,1.57,26.33,0.0,7.03,0.52,3.87,5.82,32.54,16.48,4.95,25.06,3.74,0.0,0.0,0.73,98.53,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406,2011-03,B04313,9.78,0.53,12.76,2.21,9.56,5.82,10.27,20.86,1.57,26.65,0.0,6.93,0.51,3.95,5.83,32.43,16.79,4.92,24.93,3.71,0.0,0.0,1.19,98.11,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,2011-03,B04841,1.63,0.0,15.44,3.48,6.1,5.79,11.7,29.63,0.69,25.54,0.0,8.69,2.91,13.83,2.63,62.77,6.01,0.0,3.16,0.0,0.0,10.01,0.0,89.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,2011-03,B05947,3.87,0.0,11.84,7.35,8.63,13.2,14.48,22.37,0.0,12.52,5.72,0.0,0.0,0.0,21.59,10.4,15.76,11.08,22.02,19.15,0.0,0.0,4.25,95.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1409,2011-03,B06061,7.76,1.47,13.07,5.28,11.57,17.96,7.95,13.76,4.91,8.63,7.64,6.2,6.3,0.0,21.65,6.38,32.52,5.34,7.45,14.16,0.0,0.0,0.41,99.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,2011-03,B07347,6.65,0.88,8.59,3.58,4.21,14.03,16.97,21.64,4.27,18.42,0.75,3.88,2.23,16.48,4.78,16.42,11.96,3.79,32.44,8.02,0.48,0.0,0.49,96.44,2.59,0.0,0.0,0.0,0.0,0.0,49.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1411,2011-03,B08385,7.66,2.74,14.19,4.08,6.91,11.83,10.57,15.86,7.71,15.09,3.35,14.36,14.33,15.41,12.87,22.25,15.89,1.38,3.51,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1412,2011-03,B09833,6.97,5.82,10.09,5.9,10.39,22.71,6.54,9.07,6.07,6.76,9.68,1.96,0.87,0.5,32.89,8.6,29.5,14.68,5.14,5.87,0.0,0.0,2.04,97.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,2011-03,B11222,4.76,0.0,34.77,13.42,21.99,0.0,0.0,17.76,6.08,1.23,0.0,20.89,6.87,23.47,10.28,12.67,0.0,7.72,7.26,10.84,0.0,0.0,5.75,93.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,2011-03,B11999,4.46,1.27,14.65,4.36,4.63,13.62,9.71,19.71,6.48,16.24,4.87,19.24,19.9,12.37,14.78,19.55,13.31,0.22,0.64,0.0,0.0,0.0,1.2,98.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,2011-03,B12997,3.62,2.27,9.47,9.03,13.0,18.52,11.7,14.16,6.33,9.6,2.32,5.72,3.3,2.14,18.45,8.97,16.32,13.12,11.38,20.6,0.0,0.0,7.71,92.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416,2011-03,B13086,2.33,3.96,8.34,0.84,6.71,4.82,19.11,26.32,0.76,26.81,0.0,0.0,0.0,6.57,0.69,43.62,14.68,0.76,27.71,5.98,0.0,0.0,2.32,97.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1417,2011-03,B13177,5.68,0.73,13.78,2.18,6.37,23.43,9.42,15.28,3.3,14.33,5.51,2.26,0.51,2.22,21.94,12.69,27.59,12.5,9.15,11.15,0.0,0.0,5.15,94.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,2011-03,B13835,2.34,0.63,19.09,0.0,6.71,9.56,12.75,18.21,0.0,30.7,0.0,0.0,1.75,2.94,5.18,38.62,21.05,1.42,26.21,2.83,0.0,0.0,2.29,97.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1419,2011-03,B14040,10.8,1.57,12.23,3.58,10.17,7.62,8.42,12.16,3.47,29.38,0.59,5.81,1.51,4.45,18.06,22.03,31.1,1.86,10.94,4.25,0.0,0.0,0.58,99.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420,2011-04,B01157,8.33,0.51,12.8,4.1,7.48,11.14,11.15,16.98,7.36,17.04,3.11,4.5,3.28,4.0,18.72,41.15,20.93,1.2,3.83,2.39,0.0,0.0,0.1,99.08,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,2011-04,B02396,4.63,0.0,24.44,4.8,5.28,4.64,16.94,15.3,0.0,23.96,0.0,13.74,5.41,5.42,31.64,16.86,15.29,4.46,4.05,3.14,0.0,0.0,3.57,96.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,2011-04,B04312,9.74,0.0,13.16,3.72,7.72,5.29,10.23,22.76,1.99,25.4,0.0,5.41,0.0,5.22,5.91,34.31,17.67,1.04,21.85,8.6,0.0,0.0,0.76,99.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,2011-04,B04313,9.88,0.0,12.59,3.9,8.24,5.93,10.15,22.38,2.01,24.92,0.0,5.32,0.0,5.69,6.29,33.84,18.4,1.04,20.97,8.45,0.0,0.0,0.86,99.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1424,2011-04,B04841,1.64,0.83,14.99,3.29,6.07,5.46,12.22,30.05,1.05,24.4,0.0,7.56,3.24,14.94,2.65,58.5,10.14,0.0,2.96,0.0,0.0,0.0,0.0,97.84,2.16,0.0,,,,,,,,,,,,,,,,
