,as_of,ask_id,equity_econ_sector_basic_materials_pct_long_rs,equity_econ_sector_communication_services_pct_long_rs,equity_econ_sector_consumer_cyclical_pct_long_rs,equity_econ_sector_consumer_defensive_pct_long_rs,equity_econ_sector_energy_pct_long_rs,equity_econ_sector_financial_services_pct_long_rs,equity_econ_sector_healthcare_pct_long_rs,equity_econ_sector_industrials_pct_long_rs,equity_econ_sector_real_est_pct_long_rs,equity_econ_sector_technology_pct_long_rs,equity_econ_sector_utilities_pct_long_rs,equity_style_small_core_pct_long_rs,equity_style_small_value_pct_long_rs,equity_style_small_growth_pct_long_rs,equity_style_mid_value_pct_long_rs,equity_style_mid_growth_pct_long_rs,equity_style_mid_core_pct_long_rs,equity_style_large_value_pct_long_rs,equity_style_large_growth_pct_long_rs,equity_style_large_core_pct_long_rs,asset_alloc_conv_bond_pct_long_rs,asset_alloc_bond_pct_long_rs,asset_alloc_cash_pct_long_rs,asset_alloc_equity_pct_long_rs,asset_alloc_other_pct_long_rs,asset_alloc_pref_stock_pct_long_rs,fixed_inc_ps_ag_mtge_bck_pct_long_rs,fixed_inc_ps_asset_bck_pct_long_rs,fixed_inc_ps_bank_loan_pct_long_rs,fixed_inc_ps_commercial_mtge_bck_pct_long_rs,fixed_inc_ps_convertible_pct_long_rs,fixed_inc_ps_corporate_bond_pct_long_rs,fixed_inc_ps_covered_bond_pct_long_rs,fixed_inc_ps_forward_future_pct_long_rs,fixed_inc_ps_gov_pct_long_rs,fixed_inc_ps_gov_related_pct_long_rs,fixed_inc_ps_municipal_tax_exempt_pct_long_rs,fixed_inc_ps_municipal_taxable_pct_long_rs,fixed_inc_ps_non_ag_res_mtge_bck_pct_long_rs,fixed_inc_ps_option_warrant_pct_long_rs,fixed_inc_ps_preferred_stock_pct_long_rs,fixed_inc_ps_swap_pct_long_rs
877,2007-06,B04841,0.0,4.21,9.76,4.06,3.26,4.12,15.72,7.78,0.0,49.0,2.09,1.93,0.68,22.92,6.52,46.13,5.69,0.0,11.65,4.48,0.0,0.0,0.04,99.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,2007-06,B06061,,,,,,,,,,,,0.0,0.0,0.0,12.93,3.85,5.28,45.39,10.28,22.27,0.0,0.0,4.85,94.79,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,2007-06,B07347,4.02,4.84,9.15,0.37,4.92,16.76,21.09,15.34,5.92,16.08,1.5,6.58,3.1,19.69,2.47,29.96,6.82,4.25,22.2,4.93,0.52,0.07,7.73,88.23,2.86,0.6,0.5,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76,0.0
880,2007-06,B08385,6.02,3.69,13.04,3.52,8.63,16.95,9.93,16.52,5.84,12.34,3.51,13.22,12.88,13.73,15.01,20.19,14.51,0.37,9.11,0.98,0.0,0.0,4.66,95.22,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,2007-06,B09833,4.63,4.62,7.71,7.83,11.16,19.9,1.73,12.22,8.42,8.3,13.48,1.0,3.81,1.18,31.43,12.94,13.23,15.94,7.42,13.06,0.0,0.0,1.32,98.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,2007-06,B11222,9.4,0.32,19.43,7.03,19.4,6.88,1.37,22.58,1.19,11.93,0.46,8.74,6.51,13.04,3.46,6.57,6.0,6.4,29.17,20.11,0.0,0.31,0.6,98.55,0.54,0.0,0.0,0.0,0.0,0.0,0.0,34.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,2007-06,B11999,6.82,2.59,16.86,5.45,4.2,11.15,8.07,21.01,3.29,17.3,3.26,26.09,24.04,20.09,10.21,8.19,11.38,0.0,0.0,0.0,0.0,0.0,1.36,98.61,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0
884,2007-06,B13086,,,,,,,,,,,,2.9,1.54,2.73,3.99,38.36,18.03,0.26,27.99,4.21,0.0,0.0,1.76,98.08,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,2007-06,B13177,,,,,,,,,,,,3.46,0.0,1.8,28.5,11.54,28.78,6.88,10.76,8.28,0.0,0.0,5.7,94.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,2007-06,B13835,0.0,11.97,18.91,7.61,2.22,5.38,2.48,19.33,0.0,32.1,0.0,4.9,0.92,2.48,6.14,30.48,12.22,0.0,30.54,12.33,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,
887,2007-06,B14040,,,,,,,,,,,,0.72,0.0,0.0,21.31,27.95,35.16,2.05,5.9,6.9,0.0,0.0,0.54,98.49,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,2007-07,B01157,,,,,,,,,,,,1.26,3.63,5.4,13.83,44.48,26.66,0.52,4.22,0.0,0.0,0.0,1.22,98.27,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,2007-07,B02396,3.3,0.0,20.22,4.36,8.36,5.39,13.79,13.95,0.0,30.62,0.0,1.07,6.85,0.0,23.44,30.31,32.11,1.25,2.91,2.05,0.0,0.0,1.47,98.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,2007-07,B04312,,,,,,,,,,,,2.66,2.18,18.74,1.14,38.22,8.54,3.17,24.34,1.01,0.0,0.0,5.46,94.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,2007-07,B04313,5.9,2.65,16.03,1.29,5.01,10.22,10.97,15.88,1.02,31.02,0.0,3.51,2.17,18.39,1.12,37.28,8.41,3.14,24.99,1.0,0.0,0.0,4.59,94.92,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,2007-07,B04841,,,,,,,,,,,,4.03,0.69,20.97,3.16,48.49,6.62,1.01,11.64,3.39,0.0,0.0,0.95,99.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,2007-07,B06061,,,,,,,,,,,,0.0,0.0,0.0,16.65,1.73,4.5,43.32,10.85,22.95,0.0,0.0,3.87,96.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,2007-07,B08385,6.13,3.97,12.94,3.57,8.83,16.44,10.18,16.54,5.2,12.67,3.52,12.95,13.74,13.58,13.4,20.83,14.91,0.68,9.42,0.49,0.0,0.0,4.74,95.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,2007-07,B11293,,,,,,,,,,,,5.6,2.02,14.06,1.03,48.32,22.03,1.42,3.82,1.7,0.0,0.0,0.0,97.05,2.95,0.0,,,,,,,,,,,,,,,,
896,2007-07,B13086,,,,,,,,,,,,2.05,2.31,1.84,3.45,39.3,18.23,1.06,28.59,3.17,0.0,0.0,1.88,98.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,2007-07,B14040,,,,,,,,,,,,0.82,1.67,0.0,20.39,27.96,30.86,0.93,9.12,8.25,0.0,0.0,0.76,98.34,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,2007-08,B01157,,,,,,,,,,,,2.83,3.32,4.3,13.49,49.44,23.5,0.0,2.62,0.49,0.0,0.0,0.79,99.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,2007-08,B02396,3.32,0.0,19.3,4.49,8.47,5.44,15.13,13.14,0.0,30.73,0.0,5.58,8.48,0.0,23.63,28.42,30.75,1.23,0.0,1.9,0.0,0.0,0.65,99.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,2007-08,B04312,,,,,,,,,,,,0.89,0.0,20.77,0.0,42.27,6.74,1.11,26.68,1.53,0.0,0.0,2.43,97.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,2007-08,B04313,5.56,2.8,14.15,2.29,5.98,8.02,12.02,18.87,0.01,30.3,0.0,1.66,0.0,20.67,0.0,41.01,6.8,1.23,27.08,1.55,0.0,0.0,0.99,97.74,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,2007-08,B04841,,,,,,,,,,,,2.26,0.59,23.4,9.07,45.03,5.25,0.0,13.36,1.03,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,
903,2007-08,B05947,2.23,0.02,8.58,7.86,9.71,19.02,6.24,16.42,0.82,20.4,8.69,1.65,0.04,0.01,19.92,19.0,31.79,2.46,8.39,16.73,0.0,0.0,4.47,95.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,2007-08,B06061,,,,,,,,,,,,0.0,0.0,0.0,19.41,0.86,6.37,43.86,9.21,20.28,0.0,0.0,4.2,95.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,2007-08,B08385,6.03,3.69,12.93,3.5,8.6,16.95,10.42,16.1,5.34,12.88,3.55,13.35,13.62,14.05,13.15,21.27,13.54,0.22,9.4,1.41,0.0,0.0,3.58,96.26,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,2007-08,B12997,6.08,2.29,7.96,5.42,13.61,18.98,10.28,18.17,6.05,7.96,3.2,4.8,4.83,1.18,21.08,6.17,24.39,12.1,11.35,14.11,0.0,0.0,6.18,93.82,0.0,0.0,,,,,,,,,,,,,,,,
907,2007-08,B13086,,,,,,,,,,,,2.62,1.33,1.7,4.22,38.86,17.18,2.58,26.75,4.77,0.0,0.0,1.13,98.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,2007-08,B14040,,,,,,,,,,,,2.25,2.13,0.7,20.51,27.42,27.42,0.69,9.32,9.57,0.0,0.0,0.5,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,2007-09,B01157,,,,,,,,,,,,2.26,2.54,5.06,15.4,46.69,25.61,0.0,1.88,0.56,0.0,0.0,0.59,99.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,2007-09,B02396,3.41,0.0,18.46,4.94,9.65,5.43,15.3,13.54,0.0,29.27,0.0,11.22,7.87,0.0,23.72,29.58,21.27,1.27,0.0,5.07,0.0,0.0,1.11,98.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,2007-09,B04312,7.62,2.63,15.54,2.03,5.4,7.76,12.82,17.25,0.02,28.95,0.0,1.27,0.0,18.04,0.0,47.44,7.79,0.54,23.41,1.51,0.0,0.0,3.01,96.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,2007-09,B04313,7.75,2.75,14.06,2.08,5.49,7.91,13.04,17.6,0.02,29.3,0.0,1.31,0.0,18.24,0.0,46.51,7.95,0.56,23.89,1.54,0.0,0.0,1.8,97.55,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,2007-09,B04841,0.87,0.77,9.1,3.52,4.17,8.44,13.63,8.36,0.0,48.27,2.85,5.33,1.46,21.32,9.56,44.32,3.98,0.0,11.29,2.74,0.0,0.0,0.34,99.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,2007-09,B06061,,,,,,,,,,,,0.0,0.0,0.0,20.82,0.85,7.81,43.47,6.95,20.09,0.0,0.0,5.72,94.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,2007-09,B07347,3.23,4.71,10.02,0.45,4.11,16.22,23.27,14.84,7.11,13.42,2.62,7.73,1.69,18.26,1.42,25.38,9.89,3.45,24.13,8.03,0.44,0.04,15.8,81.58,1.56,0.58,0.22,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,0.0
916,2007-09,B08385,6.07,3.85,12.76,3.5,8.72,16.51,10.49,16.11,5.34,13.12,3.55,13.66,13.66,14.71,12.56,21.17,13.25,0.22,9.47,1.31,0.0,0.0,3.11,96.72,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917,2007-09,B09833,,,,,,,,,,,,2.22,5.88,1.47,34.17,12.91,9.4,13.06,5.2,15.71,0.0,0.0,2.04,97.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,2007-09,B11222,11.27,0.0,14.97,6.47,19.2,3.56,2.14,24.96,1.42,15.53,0.45,9.27,6.22,11.22,4.43,7.6,8.24,4.95,28.2,19.87,0.0,0.61,1.52,97.71,0.16,0.0,0.0,0.0,0.0,0.0,0.0,28.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,2007-09,B11999,7.73,2.7,14.75,5.27,3.73,8.89,8.55,20.24,2.87,22.96,2.31,26.81,22.31,21.84,9.39,10.0,9.54,0.0,0.0,0.11,0.0,0.0,0.96,98.84,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
920,2007-09,B13086,,,,,,,,,,,,3.91,1.35,1.11,3.46,37.23,18.81,2.76,26.2,5.16,0.0,0.0,0.47,99.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,2007-09,B13177,,,,,,,,,,,,3.07,3.69,4.72,29.84,11.57,24.1,6.86,3.03,13.1,0.0,0.0,5.53,94.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,2007-09,B13835,0.0,12.51,14.66,9.03,3.42,3.21,1.66,23.67,0.0,31.52,0.32,7.51,0.0,0.89,6.41,38.62,5.61,6.65,22.96,11.35,0.0,0.0,6.08,93.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,2007-09,B14040,,,,,,,,,,,,2.17,1.4,1.39,20.08,27.98,27.32,0.71,10.53,8.43,0.0,0.0,0.28,99.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,2007-10,B01157,,,,,,,,,,,,2.86,1.77,4.7,16.1,44.98,27.17,0.0,2.42,0.0,0.0,0.0,1.69,98.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,2007-10,B02396,3.46,0.0,16.16,5.12,10.16,5.28,14.93,14.65,0.0,30.23,0.0,8.07,7.53,0.0,12.65,33.6,31.81,1.18,0.0,5.16,0.0,0.0,1.02,98.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,2007-10,B04312,4.35,2.9,15.06,1.55,7.83,7.3,12.32,19.3,0.45,28.42,0.51,0.81,0.0,17.47,0.0,45.69,8.89,0.0,24.23,2.91,0.0,0.0,2.33,97.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,2007-10,B04313,4.37,2.87,15.09,1.54,7.96,7.43,12.32,19.73,0.46,27.73,0.52,0.81,0.01,17.53,0.0,46.19,9.0,0.0,23.39,3.07,0.0,0.0,0.44,99.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,2007-10,B04841,,,,,,,,,,,,5.11,3.45,20.07,8.52,45.87,4.24,0.0,11.05,1.69,0.0,0.0,0.14,99.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,2007-10,B06061,,,,,,,,,,,,0.0,0.0,0.0,20.55,0.0,7.48,44.68,9.3,17.99,0.0,0.0,5.45,94.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,2007-10,B08385,6.35,3.72,12.5,3.54,8.91,16.02,10.58,16.19,5.3,13.17,3.73,13.72,13.69,14.15,10.99,21.54,14.04,0.63,10.3,0.93,0.0,0.0,3.93,95.89,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,2007-10,B11293,,,,,,,,,,,,7.02,3.8,10.59,0.0,47.61,19.09,1.44,7.35,3.09,0.0,0.0,0.0,98.25,1.75,0.0,,,,,,,,,,,,,,,,
932,2007-10,B13086,5.04,5.48,18.37,2.31,6.48,12.47,13.74,19.46,1.15,14.51,0.99,4.87,1.27,1.66,3.07,36.44,18.69,2.12,24.43,7.45,0.0,0.0,0.71,99.08,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,2007-10,B14040,,,,,,,,,,,,4.6,3.09,1.24,16.18,27.62,29.01,0.91,12.25,5.09,0.0,0.0,0.41,99.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,2007-11,B01157,,,,,,,,,,,,1.61,1.96,4.89,17.34,46.61,26.35,0.0,0.75,0.49,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,
935,2007-11,B02396,3.44,0.0,16.12,5.11,10.05,5.4,15.81,15.85,0.0,28.23,0.0,8.73,11.51,0.0,8.73,35.18,25.29,1.09,4.27,5.21,0.0,0.0,3.58,96.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,2007-11,B04312,3.45,2.91,15.3,2.61,9.7,5.56,11.8,19.42,0.4,28.39,0.46,0.41,0.55,15.47,0.0,43.77,11.69,0.0,24.9,3.21,0.0,0.0,3.86,96.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,2007-11,B04313,3.34,2.66,14.99,2.58,9.62,5.44,11.56,20.01,0.39,28.97,0.44,0.41,0.55,15.19,0.0,43.98,11.49,0.0,25.12,3.25,0.0,0.0,2.98,96.72,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,2007-11,B04841,,,,,,,,,,,,9.34,1.92,21.0,7.94,39.65,8.5,0.0,10.25,1.41,0.0,0.0,0.07,99.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,2007-11,B06061,,,,,,,,,,,,0.0,0.0,0.0,20.76,0.0,9.62,43.43,8.64,17.55,0.0,0.0,7.82,92.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,2007-11,B08385,6.46,3.2,12.42,3.68,8.65,16.04,11.15,15.72,5.38,13.42,3.87,14.18,14.18,14.6,10.49,22.25,13.02,0.42,10.21,0.65,0.0,0.0,4.53,92.9,2.55,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0
941,2007-11,B13086,,,,,,,,,,,,5.68,2.18,2.37,4.97,35.17,17.39,2.23,22.44,7.56,0.0,0.0,1.76,98.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,2007-11,B13177,,,,,,,,,,,,5.83,1.95,3.43,30.36,12.15,23.64,8.12,3.72,10.81,0.0,0.0,3.99,96.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,2007-11,B14040,,,,,,,,,,,,4.5,4.14,1.18,13.79,23.25,33.1,0.85,14.08,5.11,0.0,0.0,0.54,99.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,2007-12,B01157,,,,,,,,,,,,3.26,1.55,3.87,13.55,46.89,28.1,0.0,2.78,0.0,0.0,0.0,1.89,98.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,2007-12,B02396,3.2,0.0,17.66,4.59,10.39,5.47,15.91,16.67,0.0,26.11,0.0,1.12,11.58,0.0,16.3,36.34,24.92,1.04,3.67,5.02,0.0,0.0,4.43,95.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,2007-12,B04312,4.17,1.88,14.91,2.43,10.27,5.18,13.38,18.88,0.4,27.69,0.83,1.12,1.04,12.58,0.0,41.84,12.8,0.0,27.59,3.04,0.21,0.0,5.9,93.89,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,2007-12,B04313,4.07,1.85,13.04,2.4,10.2,5.06,13.14,19.52,0.39,29.52,0.82,1.11,1.02,12.33,0.0,42.16,12.62,0.0,27.69,3.07,0.21,0.0,6.92,92.87,0.0,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,2007-12,B04841,1.71,0.0,9.05,1.4,2.36,6.46,15.9,9.06,0.0,51.74,2.32,7.75,5.13,18.66,6.98,41.1,12.65,0.0,6.57,1.17,0.0,0.0,0.16,99.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,2007-12,B05947,4.02,0.01,8.95,6.87,10.16,17.79,7.4,16.66,0.06,17.17,10.92,1.77,1.9,0.01,21.71,14.85,37.27,7.4,7.86,7.24,0.0,0.0,5.65,94.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,2007-12,B06061,,,,,,,,,,,,0.0,0.0,0.0,22.7,0.81,5.54,41.85,7.37,21.73,0.0,0.0,4.57,95.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951,2007-12,B07347,2.59,4.95,7.46,0.72,4.14,14.95,19.92,17.67,6.47,17.72,3.42,7.82,1.43,15.78,1.65,24.58,7.0,3.45,34.28,4.01,0.45,0.02,20.27,76.78,1.55,0.93,0.08,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0
952,2007-12,B08385,6.51,3.13,11.55,3.6,9.16,16.59,11.16,15.67,5.13,13.57,3.91,14.23,13.59,14.58,10.66,21.88,13.32,0.69,10.49,0.55,0.0,0.0,3.39,94.81,1.77,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0
953,2007-12,B09833,7.47,3.79,5.88,9.53,15.0,16.86,2.8,10.56,5.56,7.8,14.75,2.43,5.06,1.81,32.68,11.06,14.62,12.85,10.79,8.71,0.0,0.0,1.31,98.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954,2007-12,B11222,9.18,0.0,13.86,8.52,21.85,5.48,1.5,25.2,1.29,13.12,0.0,11.46,5.42,10.19,5.15,5.7,9.29,7.78,23.62,21.4,0.0,0.28,3.32,96.16,0.23,0.0,0.0,0.0,0.0,0.0,0.0,7.83,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,2007-12,B11999,8.56,2.98,12.91,4.49,2.84,6.08,10.09,19.44,2.5,28.97,1.15,25.77,17.3,27.13,6.63,12.35,10.29,0.34,0.19,0.0,0.0,0.0,1.28,98.58,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,2007-12,B12997,5.3,2.3,9.65,6.56,14.45,18.66,12.11,14.13,6.62,6.87,3.37,2.67,7.97,0.0,16.44,5.4,29.64,13.72,11.26,12.89,0.0,0.0,5.2,94.21,0.59,0.0,,,,,,,,,,,,,,,,
957,2007-12,B13086,4.52,6.9,19.77,1.79,6.93,12.34,10.97,20.22,1.83,13.77,0.97,3.8,3.71,1.97,5.16,36.31,19.04,2.37,21.93,5.7,0.0,0.0,1.71,98.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
